"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"9YNMLGGD","journalArticle","2021","","The Handmaid's Tale by Margaret Atwood","ProQuest Literary Work Pages","","","","http://silk.library.umass.edu/login?url=https://www.proquest.com/encyclopedias-reference-works/handmaids-tale-margaret-atwood/docview/2585392816/se-2?accountid=14572","","2021","2021-11-10 21:52:56","2021-11-10 21:52:56","","","","","","","","","","","","","","","English","","","Literature Online","2585392816","","","Place: Ann Arbor Publisher: ProQuest","","","https://resolver.ebscohost.com/openurl?ctx_ver=Z39.88-2004&ctx_enc=info:ofi/enc:UTF-8&rfr_id=info:sid/ProQ%3Aliontopics&rft_val_fmt=info:ofi/fmt:kev:mtx:book&rft.genre=unknown&rft.jtitle=&rft.atitle=&rft.au=&rft.aulast=&rft.aufirst=&rft.date=2021-01-01&rft.volume=&rft.issue=&rft.spage=&rft.isbn=&rft.btitle=The+Handmaid%27s+Tale+by+Margaret+Atwood&rft.title=The+Handmaid%27s+Tale+by+Margaret+Atwood&rft.issn=&rft_id=info:doi/","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"599MBEA7","journalArticle","2020","","Bacigalupi, Paolo","ProQuest Biographies","","","","http://silk.library.umass.edu/login?url=https://www.proquest.com/encyclopedias-reference-works/bacigalupi-paolo/docview/2540713716/se-2?accountid=14572","","2020","2021-11-10 21:52:56","2021-11-10 21:52:56","","","","","","","","","","","","","","","English","","","Literature Online","2540713716","","","Place: Ann Arbor Publisher: ProQuest","","","https://resolver.ebscohost.com/openurl?ctx_ver=Z39.88-2004&ctx_enc=info:ofi/enc:UTF-8&rfr_id=info:sid/ProQ%3Alionbiblios&rft_val_fmt=info:ofi/fmt:kev:mtx:book&rft.genre=unknown&rft.jtitle=&rft.atitle=&rft.au=&rft.aulast=&rft.aufirst=&rft.date=2020-01-01&rft.volume=&rft.issue=&rft.spage=&rft.isbn=&rft.btitle=Bacigalupi%2C+Paolo&rft.title=Bacigalupi%2C+Paolo&rft.issn=&rft_id=info:doi/","Literature; Bacigalupi, Paolo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"68953QUN","journalArticle","2020","","Yoss, 1969-","ProQuest Biographies","","","","http://silk.library.umass.edu/login?url=https://www.proquest.com/encyclopedias-reference-works/yoss-1969/docview/2353539819/se-2?accountid=14572","","2020","2021-11-10 21:52:56","2021-11-10 21:52:56","","","","","","","","","","","","","","","English","","","Literature Online","2353539819","","","Place: Ann Arbor Publisher: ProQuest","","","https://resolver.ebscohost.com/openurl?ctx_ver=Z39.88-2004&ctx_enc=info:ofi/enc:UTF-8&rfr_id=info:sid/ProQ%3Alionbiblios&rft_val_fmt=info:ofi/fmt:kev:mtx:book&rft.genre=unknown&rft.jtitle=&rft.atitle=&rft.au=&rft.aulast=&rft.aufirst=&rft.date=2020-01-01&rft.volume=&rft.issue=&rft.spage=&rft.isbn=&rft.btitle=Yoss%2C+1969-&rft.title=Yoss%2C+1969-&rft.issn=&rft_id=info:doi/","Literature; Yoss, 1969-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IFU3BSXN","journalArticle","2020","","Padura, Leonardo","ProQuest Biographies","","","","http://silk.library.umass.edu/login?url=https://www.proquest.com/encyclopedias-reference-works/padura-leonardo/docview/2353538113/se-2?accountid=14572","","2020","2021-11-10 21:52:56","2021-11-10 21:52:56","","","","","","","","","","","","","","","English","","","Literature Online","2353538113","","","Place: Ann Arbor Publisher: ProQuest","","","https://resolver.ebscohost.com/openurl?ctx_ver=Z39.88-2004&ctx_enc=info:ofi/enc:UTF-8&rfr_id=info:sid/ProQ%3Alionbiblios&rft_val_fmt=info:ofi/fmt:kev:mtx:book&rft.genre=unknown&rft.jtitle=&rft.atitle=&rft.au=&rft.aulast=&rft.aufirst=&rft.date=2020-01-01&rft.volume=&rft.issue=&rft.spage=&rft.isbn=&rft.btitle=Padura%2C+Leonardo&rft.title=Padura%2C+Leonardo&rft.issn=&rft_id=info:doi/","Literature; Padura, Leonardo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3BYV62FP","journalArticle","2019","New, W H; Follett, Alec","Literature in English","Canadian Encyclopedia","","","","http://silk.library.umass.edu/login?url=https://www.proquest.com/encyclopedias-reference-works/literature-english/docview/2316449501/se-2?accountid=14572","","2019","2021-11-10 21:52:56","2021-11-10 21:52:56","","","","","","","","","","","","","","","English","","","","2316449501","","","Edition: English ed. Place: Toronto Publisher: Historica Canada","","","https://resolver.ebscohost.com/openurl?ctx_ver=Z39.88-2004&ctx_enc=info:ofi/enc:UTF-8&rfr_id=info:sid/ProQ%3A&rft_val_fmt=info:ofi/fmt:kev:mtx:book&rft.genre=book&rft.jtitle=&rft.atitle=&rft.au=New%2C+W+H%3BFollett%2C+Alec&rft.aulast=New&rft.aufirst=W&rft.date=2019-01-01&rft.volume=&rft.issue=&rft.spage=&rft.isbn=&rft.btitle=Literature+in+English&rft.title=Literature+in+English&rft.issn=&rft_id=info:doi/","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"M468CTNK","journalArticle","2019","New, W H","Literary History in English 1980-2000","Canadian Encyclopedia","","","","http://silk.library.umass.edu/login?url=https://www.proquest.com/encyclopedias-reference-works/literary-history-english-1980-2000/docview/2316448795/se-2?accountid=14572","","2019","2021-11-10 21:52:56","2021-11-10 21:52:56","","","","","","","","","","","","","","","English","","","","2316448795","","","Edition: English ed. Place: Toronto Publisher: Historica Canada","","","https://resolver.ebscohost.com/openurl?ctx_ver=Z39.88-2004&ctx_enc=info:ofi/enc:UTF-8&rfr_id=info:sid/ProQ%3A&rft_val_fmt=info:ofi/fmt:kev:mtx:book&rft.genre=book&rft.jtitle=&rft.atitle=&rft.au=New%2C+W+H&rft.aulast=New&rft.aufirst=W&rft.date=2019-01-01&rft.volume=&rft.issue=&rft.spage=&rft.isbn=&rft.btitle=Literary+History+in+English+1980-2000&rft.title=Literary+History+in+English+1980-2000&rft.issn=&rft_id=info:doi/","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z5Y7MJKB","journalArticle","2019","Boyd, Colin; Lewis, Jules","The Handmaid's Tale","Canadian Encyclopedia","","","","http://silk.library.umass.edu/login?url=https://www.proquest.com/encyclopedias-reference-works/handmaids-tale/docview/2316298406/se-2?accountid=14572","","2019","2021-11-10 21:52:57","2021-11-10 21:52:57","","","","","","","","","","","","","","","English","","","","2316298406","","","Edition: English ed. Place: Toronto Publisher: Historica Canada","","","https://resolver.ebscohost.com/openurl?ctx_ver=Z39.88-2004&ctx_enc=info:ofi/enc:UTF-8&rfr_id=info:sid/ProQ%3A&rft_val_fmt=info:ofi/fmt:kev:mtx:book&rft.genre=book&rft.jtitle=&rft.atitle=&rft.au=Boyd%2C+Colin%3BLewis%2C+Jules&rft.aulast=Boyd&rft.aufirst=Colin&rft.date=2019-01-01&rft.volume=&rft.issue=&rft.spage=&rft.isbn=&rft.btitle=The+Handmaid%27s+Tale&rft.title=The+Handmaid%27s+Tale&rft.issn=&rft_id=info:doi/","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"I7NEQQFU","journalArticle","2018","","Lux, Thomas, 1946-2017","ProQuest Author Pages","","","","http://silk.library.umass.edu/login?url=https://www.proquest.com/encyclopedias-reference-works/lux-thomas-1946-2017/docview/2137973854/se-2?accountid=14572","","2018","2021-11-10 21:52:57","2021-11-10 21:52:57","","","","","","","","","","","","","","","English","","","Literature Online","2137973854","","","Place: Ann Arbor Publisher: ProQuest","","","https://resolver.ebscohost.com/openurl?ctx_ver=Z39.88-2004&ctx_enc=info:ofi/enc:UTF-8&rfr_id=info:sid/ProQ%3Aliontopics&rft_val_fmt=info:ofi/fmt:kev:mtx:book&rft.genre=unknown&rft.jtitle=&rft.atitle=&rft.au=&rft.aulast=&rft.aufirst=&rft.date=2018-01-01&rft.volume=&rft.issue=&rft.spage=&rft.isbn=&rft.btitle=Lux%2C+Thomas%2C+1946-2017&rft.title=Lux%2C+Thomas%2C+1946-2017&rft.issn=&rft_id=info:doi/","Literature; American Confessional Period, 1960-; Lux, Thomas, 1946-2017; Postwar Period, 1945-1999; Twentieth Century, 1900-1999","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FD8HY74H","journalArticle","2018","","Lerner, Edward M., 1949-","ProQuest Author Pages","","","","http://silk.library.umass.edu/login?url=https://www.proquest.com/encyclopedias-reference-works/lerner-edward-m-1949/docview/2137962273/se-2?accountid=14572","","2018","2021-11-10 21:52:57","2021-11-10 21:52:57","","","","","","","","","","","","","","","English","","","Literature Online","2137962273","","","Place: Ann Arbor Publisher: ProQuest","","","https://resolver.ebscohost.com/openurl?ctx_ver=Z39.88-2004&ctx_enc=info:ofi/enc:UTF-8&rfr_id=info:sid/ProQ%3Aliontopics&rft_val_fmt=info:ofi/fmt:kev:mtx:book&rft.genre=unknown&rft.jtitle=&rft.atitle=&rft.au=&rft.aulast=&rft.aufirst=&rft.date=2018-01-01&rft.volume=&rft.issue=&rft.spage=&rft.isbn=&rft.btitle=Lerner%2C+Edward+M.%2C+1949-&rft.title=Lerner%2C+Edward+M.%2C+1949-&rft.issn=&rft_id=info:doi/","Literature; American Confessional Period, 1960-; Postwar Period, 1945-1999; Twentieth Century, 1900-1999; Lerner, Edward M.; Twenty-First Century, 2000-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DSVDWG26","journalArticle","2018","","Capek, Karel, 1890-1938","ProQuest Author Pages","","","","http://silk.library.umass.edu/login?url=https://www.proquest.com/encyclopedias-reference-works/capek-karel-1890-1938/docview/2137957941/se-2?accountid=14572","","2018","2021-11-10 21:52:57","2021-11-10 21:52:57","","","","","","","","","","","","","","","English","","","Literature Online","2137957941","","","Place: Ann Arbor Publisher: ProQuest","","","https://resolver.ebscohost.com/openurl?ctx_ver=Z39.88-2004&ctx_enc=info:ofi/enc:UTF-8&rfr_id=info:sid/ProQ%3Aliontopics&rft_val_fmt=info:ofi/fmt:kev:mtx:book&rft.genre=unknown&rft.jtitle=&rft.atitle=&rft.au=&rft.aulast=&rft.aufirst=&rft.date=2018-01-01&rft.volume=&rft.issue=&rft.spage=&rft.isbn=&rft.btitle=Capek%2C+Karel%2C+1890-1938&rft.title=Capek%2C+Karel%2C+1890-1938&rft.issn=&rft_id=info:doi/","Literature; Twentieth Century, 1900-1999; Capek, Karel, 1890-1938; Inter-War Period, 1918-1939; Modernist Period, 1899-1945","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2QKZBH9N","journalArticle","2018","","Brown, Kenneth H., 1936-","ProQuest Author Pages","","","","http://silk.library.umass.edu/login?url=https://www.proquest.com/encyclopedias-reference-works/brown-kenneth-h-1936/docview/2137933315/se-2?accountid=14572","","2018","2021-11-10 21:52:57","2021-11-10 21:52:57","","","","","","","","","","","","","","","English","","","Literature Online","2137933315","","","Place: Ann Arbor Publisher: ProQuest","","","https://resolver.ebscohost.com/openurl?ctx_ver=Z39.88-2004&ctx_enc=info:ofi/enc:UTF-8&rfr_id=info:sid/ProQ%3Aliontopics&rft_val_fmt=info:ofi/fmt:kev:mtx:book&rft.genre=unknown&rft.jtitle=&rft.atitle=&rft.au=&rft.aulast=&rft.aufirst=&rft.date=2018-01-01&rft.volume=&rft.issue=&rft.spage=&rft.isbn=&rft.btitle=Brown%2C+Kenneth+H.%2C+1936-&rft.title=Brown%2C+Kenneth+H.%2C+1936-&rft.issn=&rft_id=info:doi/","Literature; American Confessional Period, 1960-; Postwar Period, 1945-1999; Twentieth Century, 1900-1999; Brown, Kenneth H.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"S3729TXP","journalArticle","2018","","Hoban, Russell., 1925-2011","ProQuest Author Pages","","","","http://silk.library.umass.edu/login?url=https://www.proquest.com/encyclopedias-reference-works/hoban-russell-1925-2011/docview/2137927191/se-2?accountid=14572","","2018","2021-11-10 21:52:57","2021-11-10 21:52:57","","","","","","","","","","","","","","","English","","","Literature Online","2137927191","","","Place: Ann Arbor Publisher: ProQuest","","","https://resolver.ebscohost.com/openurl?ctx_ver=Z39.88-2004&ctx_enc=info:ofi/enc:UTF-8&rfr_id=info:sid/ProQ%3Aliontopics&rft_val_fmt=info:ofi/fmt:kev:mtx:book&rft.genre=unknown&rft.jtitle=&rft.atitle=&rft.au=&rft.aulast=&rft.aufirst=&rft.date=2018-01-01&rft.volume=&rft.issue=&rft.spage=&rft.isbn=&rft.btitle=Hoban%2C+Russell.%2C+1925-2011&rft.title=Hoban%2C+Russell.%2C+1925-2011&rft.issn=&rft_id=info:doi/","Literature; American Confessional Period, 1960-; Postwar Period, 1945-1999; Twentieth Century, 1900-1999; Hoban, Russell.; Postmodernism 1963-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UK5PAGMG","journalArticle","2018","","Lessing, Doris May, 1919-2013","ProQuest Author Pages","","","","http://silk.library.umass.edu/login?url=https://www.proquest.com/encyclopedias-reference-works/lessing-doris-may-1919-2013/docview/2137900880/se-2?accountid=14572","","2018","2021-11-10 21:52:57","2021-11-10 21:52:57","","","","","","","","","","","","","","","English","","","Literature Online","2137900880","","","Place: Ann Arbor Publisher: ProQuest","","","https://resolver.ebscohost.com/openurl?ctx_ver=Z39.88-2004&ctx_enc=info:ofi/enc:UTF-8&rfr_id=info:sid/ProQ%3Aliontopics&rft_val_fmt=info:ofi/fmt:kev:mtx:book&rft.genre=unknown&rft.jtitle=&rft.atitle=&rft.au=&rft.aulast=&rft.aufirst=&rft.date=2018-01-01&rft.volume=&rft.issue=&rft.spage=&rft.isbn=&rft.btitle=Lessing%2C+Doris+May%2C+1919-2013&rft.title=Lessing%2C+Doris+May%2C+1919-2013&rft.issn=&rft_id=info:doi/","Literature; Postwar Period, 1945-1999; Twentieth Century, 1900-1999; Twenty-First Century, 2000-; Postmodernism 1963-; Feminist Writers, 1900-; Lessing, Doris May, 1919-2013; Postcolonialism, 20th Century","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3MRZAMHN","journalArticle","2016","Abel, Jonathan E.","44. Freedom of Expression and Cultural Production in the Age of Vanishing Privacy (Part IV: Impacts)","The Routledge Companion to Literature and Human Rights","","","","http://silk.library.umass.edu/login?url=https://www.proquest.com/encyclopedias-reference-works/44-freedom-expression-cultural-production-age/docview/2137954901/se-2?accountid=14572","","2016","2021-11-10 21:52:57","2021-11-10 21:52:57","","","","","","","","","","","","","","","English","","","Literature Online","2137954901","","","Place: Abingdon Publisher: Routledge, Taylor & Francis Group","","","https://resolver.ebscohost.com/openurl?ctx_ver=Z39.88-2004&ctx_enc=info:ofi/enc:UTF-8&rfr_id=info:sid/ProQ%3Alionrefworks&rft_val_fmt=info:ofi/fmt:kev:mtx:book&rft.genre=document&rft.jtitle=&rft.atitle=&rft.au=Abel%2C+Jonathan+E.&rft.aulast=Abel&rft.aufirst=Jonathan&rft.date=2016-01-01&rft.volume=&rft.issue=&rft.spage=&rft.isbn=&rft.btitle=44.+Freedom+of+Expression+and+Cultural+Production+in+the+Age+of+Vanishing+Privacy+%28Part+IV%3A+Impacts%29&rft.title=44.+Freedom+of+Expression+and+Cultural+Production+in+the+Age+of+Vanishing+Privacy+%28Part+IV%3A+Impacts%29&rft.issn=&rft_id=info:doi/","Censorship; Fiction; History; Human rights; Rhetoric; Surveillance; Access to information; 44. Freedom of Expression and Cultural Production in the Age of Vanishing Privacy (Part IV: Impacts); Information dissemination; Political activism; Privacy; Social Services And Welfare","","McClennen, Sophia A.; Moore, Alexandra Schultheis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5WP7F5RM","journalArticle","2016","Hayot, Eric","6. Coolie (Part I: Keywords)","The Routledge Companion to Asian American and Pacific Islander Literature","","","","http://silk.library.umass.edu/login?url=https://www.proquest.com/encyclopedias-reference-works/6-coolie-part-i-keywords/docview/2137947612/se-2?accountid=14572","","2016","2021-11-10 21:52:57","2021-11-10 21:52:57","","","","","","","","","","","","","","","English","","","Literature Online","2137947612","","","Place: Abingdon Publisher: Routledge, Taylor & Francis Group","","","https://resolver.ebscohost.com/openurl?ctx_ver=Z39.88-2004&ctx_enc=info:ofi/enc:UTF-8&rfr_id=info:sid/ProQ%3Alionrefworks&rft_val_fmt=info:ofi/fmt:kev:mtx:book&rft.genre=document&rft.jtitle=&rft.atitle=&rft.au=Hayot%2C+Eric&rft.aulast=Hayot&rft.aufirst=Eric&rft.date=2016-01-01&rft.volume=&rft.issue=&rft.spage=&rft.isbn=&rft.btitle=6.+Coolie+%28Part+I%3A+Keywords%29&rft.title=6.+Coolie+%28Part+I%3A+Keywords%29&rft.issn=&rft_id=info:doi/","Literature; 20th century; 19th century; Transnationalism; Slave trade; 16th century; 6. Coolie (Part I: Keywords); Abolition of slavery; British Empire; Manual workers; Plantations","","Lee, Rachel C., 1966-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BXMZBTSB","journalArticle","2016","Kang, Laura Hyun Yi","25. Late (Global) Capital (Part II: Geographies, Literary Ethnoscapes, and Historical Periods)","The Routledge Companion to Asian American and Pacific Islander Literature","","","","http://silk.library.umass.edu/login?url=https://www.proquest.com/encyclopedias-reference-works/25-late-global-capital-part-ii-geographies/docview/2137940995/se-2?accountid=14572","","2016","2021-11-10 21:52:58","2021-11-10 21:52:58","","","","","","","","","","","","","","","English","","","Literature Online","2137940995","","","Place: Abingdon Publisher: Routledge, Taylor & Francis Group","","","https://resolver.ebscohost.com/openurl?ctx_ver=Z39.88-2004&ctx_enc=info:ofi/enc:UTF-8&rfr_id=info:sid/ProQ%3Alionrefworks&rft_val_fmt=info:ofi/fmt:kev:mtx:book&rft.genre=document&rft.jtitle=&rft.atitle=&rft.au=Kang%2C+Laura+Hyun+Yi&rft.aulast=Kang&rft.aufirst=Laura+Hyun&rft.date=2016-01-01&rft.volume=&rft.issue=&rft.spage=&rft.isbn=&rft.btitle=25.+Late+%28Global%29+Capital+%28Part+II%3A+Geographies%2C+Literary+Ethnoscapes%2C+and+Historical+Periods%29&rft.title=25.+Late+%28Global%29+Capital+%28Part+II%3A+Geographies%2C+Literary+Ethnoscapes%2C+and+Historical+Periods%29&rft.issn=&rft_id=info:doi/","Capitalism; Literature; American literature; Imperialism; War; Globalization; Cultural studies; International; Hegemony; Transnationalism; Asian Americans; Investments; 25. Late (Global) Capital (Part II: Geographies, Literary Ethnoscapes, and Historical Periods); American dollar; Fixed exchange rates; Floating exchange rates; Foreign exchange rates; Liberalization; Multinational corporations; Sovereign debt","","Lee, Rachel C., 1966-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Q8TM4G7U","journalArticle","2012","Duerden, Paul","Capek, Karel, 1890-1938","ProQuest Biographies","","","","http://silk.library.umass.edu/login?url=https://www.proquest.com/encyclopedias-reference-works/capek-karel-1890-1938/docview/2137921436/se-2?accountid=14572","","2012","2021-11-10 21:52:58","2021-11-10 21:52:58","","","","","","","","","","","","","","","English","","","Literature Online","2137921436","","","Place: Ann Arbor Publisher: ProQuest","","","https://resolver.ebscohost.com/openurl?ctx_ver=Z39.88-2004&ctx_enc=info:ofi/enc:UTF-8&rfr_id=info:sid/ProQ%3Alionbiblios&rft_val_fmt=info:ofi/fmt:kev:mtx:book&rft.genre=unknown&rft.jtitle=&rft.atitle=&rft.au=Duerden%2C+Paul&rft.aulast=Duerden&rft.aufirst=Paul&rft.date=2012-01-01&rft.volume=&rft.issue=&rft.spage=&rft.isbn=&rft.btitle=Capek%2C+Karel%2C+1890-1938&rft.title=Capek%2C+Karel%2C+1890-1938&rft.issn=&rft_id=info:doi/","Literature; Capek, Karel, 1890-1938","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BG4A2C3J","journalArticle","2011","Yaszek, Lisa","33. Science Fiction (Part II: Disciplinary and Theoretical Approaches)","The Routledge Companion to Literature and Science","","","","http://silk.library.umass.edu/login?url=https://www.proquest.com/encyclopedias-reference-works/33-science-fiction-part-ii-disciplinary/docview/2137965339/se-2?accountid=14572","","2011","2021-11-10 21:52:58","2021-11-10 21:52:58","","","","","","","","","","","","","","","English","","","Literature Online","2137965339","","","Edition: 1st Place: Abingdon Publisher: Routledge, Taylor & Francis Group","","","https://resolver.ebscohost.com/openurl?ctx_ver=Z39.88-2004&ctx_enc=info:ofi/enc:UTF-8&rfr_id=info:sid/ProQ%3Alionrefworks&rft_val_fmt=info:ofi/fmt:kev:mtx:book&rft.genre=document&rft.jtitle=&rft.atitle=&rft.au=Yaszek%2C+Lisa&rft.aulast=Yaszek&rft.aufirst=Lisa&rft.date=2011-01-01&rft.volume=&rft.issue=&rft.spage=&rft.isbn=&rft.btitle=33.+Science+Fiction+%28Part+II%3A+Disciplinary+and+Theoretical+Approaches%29&rft.title=33.+Science+Fiction+%28Part+II%3A+Disciplinary+and+Theoretical+Approaches%29&rft.issn=&rft_id=info:doi/","Literature; Fiction; Books; Writers; Engineering; Factories; Genre; 19th century; Scientists; 33. Science Fiction (Part II: Disciplinary and Theoretical Approaches); Science fiction & fantasy; Shelley, Mary Wollstonecraft (1797-1851); Verne, Jules (1828-1905); Wells, H G (1866-1946)","","Clarke, Bruce, 1950-; Rossini, Manuela","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AX9ECBQQ","journalArticle","2011","Brier, Soren","8. Cybernetics (Part I: Literatures and Sciences)","The Routledge Companion to Literature and Science","","","","http://silk.library.umass.edu/login?url=https://www.proquest.com/encyclopedias-reference-works/8-cybernetics-part-i-literatures-sciences/docview/2137944643/se-2?accountid=14572","","2011","2021-11-10 21:52:58","2021-11-10 21:52:58","","","","","","","","","","","","","","","English","","","Literature Online","2137944643","","","Edition: 1st Place: Abingdon Publisher: Routledge, Taylor & Francis Group","","","https://resolver.ebscohost.com/openurl?ctx_ver=Z39.88-2004&ctx_enc=info:ofi/enc:UTF-8&rfr_id=info:sid/ProQ%3Alionrefworks&rft_val_fmt=info:ofi/fmt:kev:mtx:book&rft.genre=document&rft.jtitle=&rft.atitle=&rft.au=Brier%2C+Soren&rft.aulast=Brier&rft.aufirst=Soren&rft.date=2011-01-01&rft.volume=&rft.issue=&rft.spage=&rft.isbn=&rft.btitle=8.+Cybernetics+%28Part+I%3A+Literatures+and+Sciences%29&rft.title=8.+Cybernetics+%28Part+I%3A+Literatures+and+Sciences%29&rft.issn=&rft_id=info:doi/","Literature; Consciousness; Robots; Science; Cybernetics; Inventors; 8. Cybernetics (Part I: Literatures and Sciences); Dick, Philip K; Feedback; Information processing; Information storage; System theory","","Clarke, Bruce, 1950-; Rossini, Manuela","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"W24PLTHY","journalArticle","2011","Evershed, Elizabeth","Bradbury, Ray, 1920-","ProQuest Biographies","","","","http://silk.library.umass.edu/login?url=https://www.proquest.com/encyclopedias-reference-works/bradbury-ray-1920/docview/2137909882/se-2?accountid=14572","","2011","2021-11-10 21:52:58","2021-11-10 21:52:58","","","","","","","","","","","","","","","English","","","Literature Online","2137909882","","","Place: Ann Arbor Publisher: ProQuest","","","https://resolver.ebscohost.com/openurl?ctx_ver=Z39.88-2004&ctx_enc=info:ofi/enc:UTF-8&rfr_id=info:sid/ProQ%3Alionbiblios&rft_val_fmt=info:ofi/fmt:kev:mtx:book&rft.genre=unknown&rft.jtitle=&rft.atitle=&rft.au=Evershed%2C+Elizabeth&rft.aulast=Evershed&rft.aufirst=Elizabeth&rft.date=2011-01-01&rft.volume=&rft.issue=&rft.spage=&rft.isbn=&rft.btitle=Bradbury%2C+Ray%2C+1920-&rft.title=Bradbury%2C+Ray%2C+1920-&rft.issn=&rft_id=info:doi/","Literature; Bradbury, Ray, 1920–","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9C7MKFM7","journalArticle","2010","","Heidegger, Martin","A Dictionary of Critical Theory","","","","http://silk.library.umass.edu/login?url=https://www.proquest.com/encyclopedias-reference-works/heidegger-martin/docview/2137949078/se-2?accountid=14572","","2010","2021-11-10 21:52:58","2021-11-10 21:52:58","","","","","","","","","","","","","","","English","","","Literature Online","2137949078","","","Place: Oxford Publisher: Oxford University Press","","","https://resolver.ebscohost.com/openurl?ctx_ver=Z39.88-2004&ctx_enc=info:ofi/enc:UTF-8&rfr_id=info:sid/ProQ%3Alionrefworks&rft_val_fmt=info:ofi/fmt:kev:mtx:book&rft.genre=unknown&rft.jtitle=&rft.atitle=&rft.au=&rft.aulast=&rft.aufirst=&rft.date=2010-01-01&rft.volume=&rft.issue=&rft.spage=&rft.isbn=&rft.btitle=Heidegger%2C+Martin&rft.title=Heidegger%2C+Martin&rft.issn=&rft_id=info:doi/","Philosophy; Heidegger, Martin; 20th century; Heidegger, Martin (1889-1976); Nazi era; Nazi groups","","Buchanan, Ian","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AM7EU8SJ","journalArticle","2010","Booker, M. Keith","Dystopian Fiction","Routledge Encyclopedia of Narrative Theory","","","","http://silk.library.umass.edu/login?url=https://www.proquest.com/encyclopedias-reference-works/dystopian-fiction/docview/2137948720/se-2?accountid=14572","","2010","2021-11-10 21:52:58","2021-11-10 21:52:58","","","","","","","","","","","","","","","English","","","Literature Online","2137948720","","","Place: London Publisher: Routledge, Taylor & Francis Group","","","https://resolver.ebscohost.com/openurl?ctx_ver=Z39.88-2004&ctx_enc=info:ofi/enc:UTF-8&rfr_id=info:sid/ProQ%3Alionrefworks&rft_val_fmt=info:ofi/fmt:kev:mtx:book&rft.genre=book&rft.jtitle=&rft.atitle=&rft.au=Booker%2C+M.+Keith&rft.aulast=Booker&rft.aufirst=M.&rft.date=2010-01-01&rft.volume=&rft.issue=&rft.spage=&rft.isbn=&rft.btitle=Dystopian+Fiction&rft.title=Dystopian+Fiction&rft.issn=&rft_id=info:doi/","Literature; Fiction; Dystopian Fiction; Huxley, Aldous (1894-1963); Orwell, George (Eric Blair) (1903-1950)","","Herman, David, 1962-; Jahn, Manfred, 1943-; Ryan, Marie-Laure, 1946-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
